index,key,term_type,Key [],Description [],English [en],Russian [ru],Chinese (Simplified) [zh-CN],French [fr],German [de],Spanish [es],Brazil [pt-BR],Chinese (Traditional) [zh-TW],Korean [ko],Polish [pl],Japanese [ja]
1913,Shop/TGLS_Bobblehead,0,Shop/TGLS_Bobblehead,,A cute red panda figurine from the last gas station in a faraway suburb. It'll brighten up the daily grind and help you calm your mind a bit.,"Фигурка милой красной панды с последней заправки в далеком, далеком пригороде. Скрасит трудовые будни и поможет немного успокоить разум.",远郊最后一座加油站购入的可爱小熊猫摆件，能消解执勤的枯燥，小幅平复精神。,"Une figurine représentant un adorable panda roux, achetée lors de votre dernier plein d’essence dans une banlieue très éloignée. Elle égayera vos journées de travail et vous aidera à vous détendre un peu.","Eine putzige Figur in Form eines Roten Pandas, der in einer weit entfernten Kleinstadt die letzte Tankstelle betreibt. Sie hellt den Arbeitsalltag auf und hilft dabei, den Geist ein wenig zu beruhigen.",El panda más mono del mundo. Es de una gasolinera en el culo del mundo. Te levanta los ánimos y ayuda a calmar los nervios.,Uma estatueta fofa de panda vermelho comprada no último posto de gasolina de um subúrbio distante. Ela vai alegrar a labuta diária e ajudar você a acalmar um pouco a mente.,遠郊最後一座加油站購入的可愛小熊貓擺件，能消解執勤的枯燥，小幅平復精神。,,Urocza czerwona panda z ostatniej stacji paliw na dalekim przedmieściu. Umila codzienną pracę i pomaga się uspokoić.,遥か遠くの郊外、最後のガソリンスタンドで見つけた可愛いレッサーパンダのフィギュア。いつもの日常に光を与えてくれて、少しだけ心を落ち着かせてくれるはず。
1914,Shop/TLGS_Bobblehead_Title,0,Shop/TLGS_Bobblehead_Title,,Red Panda Figurine,Фигурка красной панды,小熊猫摆件,Figurine de panda roux,Roter-Panda-Figur,Miniatura de panda rojo,Estatueta de panda vermelho,小熊貓擺件,,Figurka czerwonej pandy,レッサーパンダのフィギュア
1915,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,0,,,,,,,,,,,,,
1916,Правила /Для Японского транслитерация катаканой,0,,,,,,,,,,,,,
1917,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",0,,,,,,,,,,,,,
1918,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,0,,,,,,,,,,,,,
1919,Правила /Для Японского транслитерация катаканой,0,,,,,,,,,,,,,
1920,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",0,,,,,,,,,,,,,
1921,Doc_Loc/Siniy_Kvadrat_Name,0,Doc_Loc/Siniy_Kvadrat_Name,,Quadratum Caeruleum,Quadratum Caeruleum,蔚蓝方晶体,Quadratum Caeruleum,Quadratum Caeruleum,Quadratum Caeruleum,Quadratum Caeruleum,蔚藍方晶體,Quadratum Caeruleum,Quadratum Caeruleum,クアドラタム・カエルレウム
1922,Doc_Loc/Fioletoviy_kvadrat_Name,0,Doc_Loc/Fioletoviy_kvadrat_Name,,Quadratum Purpureum,Quadratum Purpureum,绛紫方晶体,Quadratum Purpureum,Quadratum Purpureum,Quadratum Purpureum,Quadratum Purpureum,絳紫方晶體,Quadratum Purpureum,Quadratum Purpureum,クアドラタム・プルプレウム
1923,Doc_Loc/Seraya_sliz_Name,0,Doc_Loc/Seraya_sliz_Name,,Sphaera Ferromorpha,Sphaera Ferromorpha,铁磁球体,Sphaera Ferromorpha,Sphaera Ferromorpha,Sphaera Ferromorpha,Sphaera Ferromorpha,鐵磁球體,Sphaera Ferromorpha,Sphaera Ferromorpha,スファエラ・フェロモルファ
1924,Doc_Loc/Simbiont_Name,0,Doc_Loc/Simbiont_Name,,Symbion Oculus,Symbion Oculus,共生眼胞,Symbion Oculus,Symbion Oculus,Symbion Oculus,Symbion Oculus,共生眼胞,Symbion Oculus,Symbion Oculus,シンビオン・オキュラス
1925,Doc_Loc/Simb-otrostok_Name,0,Doc_Loc/Simb-otrostok_Name,,Tentaculum Infectans,Tentaculum Infectans,侵染触手胞,Tentaculum Infectans,Tentaculum Infectans,Tentaculum Infectans,Tentaculum Infectans,侵染觸手胞,Tentaculum Infectans,Tentaculum Infectans,テンタキュラム・インフェクタンス
1926,Doc_Loc/Kiber-erit_Name,0,Doc_Loc/Kiber-erit_Name,,Erythrocytus Cyberneticus,Erythrocytus Cyberneticus,赛博红细胞,Erythrocytus Cyberneticus,Erythrocytus Cyberneticus,Erythrocytus Cyberneticus,Erythrocytus Cyberneticus,賽博紅血球,Erythrocytus Cyberneticus,Erythrocytus Cyberneticus,エリスロシタス・サイバネティカス
1927,Doc_Loc/Geks_Name,0,Doc_Loc/Geks_Name,,Octodiscus Aureus,Octodiscus Aureus,金色八盘体,Octodiscus Aureus,Octodiscus Aureus,Octodiscus Aureus,Octodiscus Aureus,金色八盤體,Octodiscus Aureus,Octodiscus Aureus,オクトディスカス・オーレウス
1928,Doc_Loc/II-erit_Name,0,Doc_Loc/II-erit_Name,,Erythrocytus Cognitivus,Erythrocytus Cognitivus,认知红细胞,Erythrocytus Cognitivus,Erythrocytus Cognitivus,Erythrocytus Cognitivus,Erythrocytus Cognitivus,認知紅血球,Erythrocytus Cognitivus,Erythrocytus Cognitivus,エリスロシタス・コグニティヴァス
1929,Doc_Loc/Tekhno-komar_Name,0,Doc_Loc/Tekhno-komar_Name,,Culex Replicator,Culex Replicator,复制蚊体,Culex Replicator,Culex Replicator,Culex Replicator,Culex Replicator,複製蚊體,Culex Replicator,Culex Replicator,キュレックス・リプリケーター
1930,Doc_Loc/Tekhno-shmel_Name,0,Doc_Loc/Tekhno-shmel_Name,,Bombus Metallicus,Bombus Metallicus,金属蜂体,Bombus Metallicus,Bombus Metallicus,Bombus Metallicus,Bombus Metallicus,金屬蜂體,Bombus Metallicus,Bombus Metallicus,"
ボンバス・メタリカス
"
1931,Doc_Loc/Tekhno-tsvetok_Name,0,Doc_Loc/Tekhno-tsvetok_Name,,Flos Metallicus,Flos Metallicus,金属花体,Flos Metallicus,Flos Metallicus,Flos Metallicus,Flos Metallicus,金屬花體,Flos Metallicus,Flos Metallicus,フロス・メタリカス
1932,Doc_Loc/Gniloy_eri_Name,0,Doc_Loc/Gniloy_eri_Name,,Erythrocytus Necroticus,Erythrocytus Necroticus,坏死红细胞,Erythrocytus Necroticus,Erythrocytus Necroticus,Erythrocytus Necroticus,Erythrocytus Necroticus,壞死紅血球,Erythrocytus Necroticus,Erythrocytus Necroticus,エリスロシタス・ネクロティカス
1933,Doc_Loc/Sinyaya_izolenta_Name,0,Doc_Loc/Sinyaya_izolenta_Name,,Taenia Caerulea,Taenia Caerulea,蔚蓝绦虫,Taenia Caerulea,Taenia Caerulea,Taenia Caerulea,Taenia Caerulea,蔚藍絛蟲,Taenia Caerulea,Taenia Caerulea,"
タエニア・カエルレア"
1934,Doc_Loc/Eri_v_izolente_Name,0,Doc_Loc/Eri_v_izolente_Name,,Erythrocytus Ligatus,Erythrocytus Ligatus,束缚红细胞,Erythrocytus Ligatus,Erythrocytus Ligatus,Erythrocytus Ligatus,Erythrocytus Ligatus,束縛紅血球,Erythrocytus Ligatus,Erythrocytus Ligatus,エリスロシタス・リガタス
1935,Doc_Loc/Chernaya_izolenta_Name,0,Doc_Loc/Chernaya_izolenta_Name,,Taenia Nigra,Taenia Nigra,漆黑绦虫,Taenia Nigra,Taenia Nigra,Taenia Nigra,Taenia Nigra,漆黑絛蟲,Taenia Nigra,Taenia Nigra,タエニア・ニグラ
1936,Doc_Loc/Roy_oskolkov_Name,0,Doc_Loc/Roy_oskolkov_Name,,Examen Viride,Examen Viride,绿色集群,Examen Viride,Examen Viride,Examen Viride,Examen Viride,綠色叢集,Examen Viride,Examen Viride,エグザメン・ヴィリデ
1937,Doc_Loc/Eri_v_oskolkakh_Name,0,Doc_Loc/Eri_v_oskolkakh_Name,,Erythrocytus Fragmentatus,Erythrocytus Fragmentatus,碎裂红细胞,Erythrocytus Fragmentatus,Erythrocytus Fragmentatus,Erythrocytus Fragmentatus,Erythrocytus Fragmentatus,碎裂紅血球,Erythrocytus Fragmentatus,Erythrocytus Fragmentatus,エリスロシタス・フラグメンタタス
1938,Doc_Loc/5G_Eri_Name,0,Doc_Loc/5G_Eri_Name,,Erythrocytus Telemetricus,Erythrocytus Telemetricus,遥测红细胞,Erythrocytus Telemetricus,Erythrocytus Telemetricus,Erythrocytus Telemetricus,Erythrocytus Telemetricus,遙測紅血球,Erythrocytus Telemetricus,Erythrocytus Telemetricus,エリスロシタス・テレメトリカス
1939,Doc_Loc/Lichinka_Name,0,Doc_Loc/Lichinka_Name,,Larva Locustarum,Larva Locustarum,蝗类幼体,Larva Locustarum,Larva Locustarum,Larva Locustarum,Larva Locustarum,蝗類幼體,Larva Locustarum,Larva Locustarum,バッタの幼虫
1940,Doc_Loc/Koroleva_roya_Name,0,Doc_Loc/Koroleva_roya_Name,,Regina Examinis,Regina Examinis,虫群女王,Regina Examinis,Regina Examinis,Regina Examinis,Regina Examinis,蟲群女王,Regina Examinis,Regina Examinis,レジーナ・エクサミニス
1941,Doc_Loc/Sgustok_slizi_Name,0,Doc_Loc/Sgustok_slizi_Name,,Mucus Animatus,Mucus Animatus,活性粘液,Mucus Animatus,Mucus Animatus,Mucus Animatus,Mucus Animatus,活性粘液,Mucus Animatus,Mucus Animatus,ムーカス・アニマタス
1942,Doc_Loc/Sliz-eri_Name,0,Doc_Loc/Sliz-eri_Name,,Erythrocytus Mucosus,Erythrocytus Mucosus,粘液红细胞,Erythrocytus Mucosus,Erythrocytus Mucosus,Erythrocytus Mucosus,Erythrocytus Mucosus,粘液紅血球,Erythrocytus Mucosus,Erythrocytus Mucosus,エリスロシタス・ムコーサス
